ANES,100,0,5,34.5,-5.00%,163.88
ANES,102,0,6,34.5,-5.00%,196.65
ANES,103,0,5,34.5,-5.00%,163.88
ANES,104,0,4,34.5,-5.00%,131.1
ANES,120,0,5,34.5,-5.00%,163.88
ANES,124,0,4,34.5,-5.00%,131.1
ANES,126,0,4,34.5,-5.00%,131.1
ANES,140,0,5,34.5,-5.00%,163.88
ANES,142,0,6,34.5,-5.00%,196.65
ANES,144,0,6,34.5,-5.00%,196.65
ANES,145,0,6,34.5,-5.00%,196.65
ANES,147,0,6,34.5,-5.00%,196.65
ANES,148,0,4,34.5,-5.00%,131.1
ANES,160,0,5,34.5,-5.00%,163.88
ANES,162,0,7,34.5,-5.00%,229.43
ANES,164,0,4,34.5,-5.00%,131.1
ANES,170,0,5,34.5,-5.00%,163.88
ANES,172,0,6,34.5,-5.00%,196.65
ANES,174,0,6,34.5,-5.00%,196.65
ANES,176,0,7,34.5,-5.00%,229.43
ANES,190,0,5,34.5,-5.00%,163.88
ANES,192,0,7,34.5,-5.00%,229.43
ANES,210,0,11,34.5,-5.00%,360.53
ANES,212,0,5,34.5,-5.00%,163.88
ANES,214,0,9,34.5,-5.00%,294.98
ANES,215,0,9,34.5,-5.00%,294.98
ANES,216,0,15,34.5,-5.00%,491.63
ANES,218,0,13,34.5,-5.00%,426.08
ANES,220,0,10,34.5,-5.00%,327.75
ANES,222,0,6,34.5,-5.00%,196.65
ANES,300,0,5,34.5,-5.00%,163.88
ANES,320,0,6,34.5,-5.00%,196.65
ANES,322,0,3,34.5,-5.00%,98.33
ANES,350,0,10,34.5,-5.00%,327.75
ANES,352,0,5,34.5,-5.00%,163.88
ANES,400,0,3,34.5,-5.00%,98.33
ANES,402,0,5,34.5,-5.00%,163.88
ANES,404,0,5,34.5,-5.00%,163.88
ANES,406,0,13,34.5,-5.00%,426.08
ANES,410,0,4,34.5,-5.00%,131.1
ANES,420,0,5,34.5,-5.00%,163.88
ANES,450,0,5,34.5,-5.00%,163.88
ANES,452,0,6,34.5,-5.00%,196.65
ANES,454,0,3,34.5,-5.00%,98.33
ANES,470,0,6,34.5,-5.00%,196.65
ANES,472,0,10,34.5,-5.00%,327.75
ANES,474,0,13,34.5,-5.00%,426.08
ANES,500,0,15,34.5,-5.00%,491.63
ANES,520,0,6,34.5,-5.00%,196.65
ANES,522,0,4,34.5,-5.00%,131.1
ANES,524,0,4,34.5,-5.00%,131.1
ANES,528,0,8,34.5,-5.00%,262.2
ANES,530,0,4,34.5,-5.00%,131.1
ANES,532,0,4,34.5,-5.00%,131.1
ANES,534,0,7,34.5,-5.00%,229.43
ANES,540,0,13,34.5,-5.00%,426.08
ANES,542,0,15,34.5,-5.00%,491.63
ANES,544,0,15,34.5,-5.00%,491.63
ANES,546,0,15,34.5,-5.00%,491.63
ANES,548,0,15,34.5,-5.00%,491.63
ANES,560,0,15,34.5,-5.00%,491.63
ANES,562,0,20,34.5,-5.00%,655.5
ANES,580,0,20,34.5,-5.00%,655.5
ANES,600,0,10,34.5,-5.00%,327.75
ANES,604,0,13,34.5,-5.00%,426.08
ANES,620,0,10,34.5,-5.00%,327.75
ANES,622,0,13,34.5,-5.00%,426.08
ANES,630,0,8,34.5,-5.00%,262.2
ANES,632,0,7,34.5,-5.00%,229.43
ANES,634,0,10,34.5,-5.00%,327.75
ANES,670,0,13,34.5,-5.00%,426.08
ANES,700,0,3,34.5,-5.00%,98.33
ANES,702,0,4,34.5,-5.00%,131.1
ANES,730,0,5,34.5,-5.00%,163.88
ANES,740,0,5,34.5,-5.00%,163.88
ANES,750,0,4,34.5,-5.00%,131.1
ANES,752,0,6,34.5,-5.00%,196.65
ANES,754,0,7,34.5,-5.00%,229.43
ANES,756,0,7,34.5,-5.00%,229.43
ANES,770,0,15,34.5,-5.00%,491.63
ANES,790,0,7,34.5,-5.00%,229.43
ANES,792,0,13,34.5,-5.00%,426.08
ANES,794,0,8,34.5,-5.00%,262.2
ANES,796,0,30,34.5,-5.00%,983.25
ANES,800,0,3,34.5,-5.00%,98.33
ANES,802,0,5,34.5,-5.00%,163.88
ANES,810,0,6,34.5,-5.00%,196.65
ANES,820,0,5,34.5,-5.00%,163.88
ANES,830,0,4,34.5,-5.00%,131.1
ANES,832,0,6,34.5,-5.00%,196.65
ANES,840,0,6,34.5,-5.00%,196.65
ANES,842,0,4,34.5,-5.00%,131.1
ANES,844,0,7,34.5,-5.00%,229.43
ANES,846,0,8,34.5,-5.00%,262.2
ANES,848,0,8,34.5,-5.00%,262.2
ANES,850,0,7,34.5,-5.00%,229.43
ANES,855,0,8,34.5,-5.00%,262.2
ANES,857,0,7,34.5,-5.00%,229.43
ANES,860,0,6,34.5,-5.00%,196.65
ANES,862,0,7,34.5,-5.00%,229.43
ANES,864,0,8,34.5,-5.00%,262.2
ANES,866,0,10,34.5,-5.00%,327.75
ANES,868,0,10,34.5,-5.00%,327.75
ANES,870,0,5,34.5,-5.00%,163.88
ANES,872,0,7,34.5,-5.00%,229.43
ANES,873,0,5,34.5,-5.00%,163.88
ANES,880,0,15,34.5,-5.00%,491.63
ANES,882,0,10,34.5,-5.00%,327.75
ANES,884,0,5,34.5,-5.00%,163.88
ANES,900,0,3,34.5,-5.00%,98.33
ANES,902,0,4,34.5,-5.00%,131.1
ANES,904,0,7,34.5,-5.00%,229.43
ANES,906,0,4,34.5,-5.00%,131.1
ANES,908,0,6,34.5,-5.00%,196.65
ANES,910,0,3,34.5,-5.00%,98.33
ANES,912,0,5,34.5,-5.00%,163.88
ANES,914,0,5,34.5,-5.00%,163.88
ANES,916,0,5,34.5,-5.00%,163.88
ANES,918,0,5,34.5,-5.00%,163.88
ANES,920,0,3,34.5,-5.00%,98.33
ANES,922,0,6,34.5,-5.00%,196.65
ANES,924,0,4,34.5,-5.00%,131.1
ANES,926,0,4,34.5,-5.00%,131.1
ANES,928,0,6,34.5,-5.00%,196.65
ANES,930,0,4,34.5,-5.00%,131.1
ANES,932,0,4,34.5,-5.00%,131.1
ANES,934,0,6,34.5,-5.00%,196.65
ANES,936,0,8,34.5,-5.00%,262.2
ANES,938,0,4,34.5,-5.00%,131.1
ANES,940,0,3,34.5,-5.00%,98.33
ANES,942,0,4,34.5,-5.00%,131.1
ANES,944,0,6,34.5,-5.00%,196.65
ANES,946,0,5,34.5,-5.00%,163.88
ANES,948,0,4,34.5,-5.00%,131.1
ANES,950,0,5,34.5,-5.00%,163.88
ANES,952,0,4,34.5,-5.00%,131.1
ANES,955,0,5,34.5,-5.00%,163.88
ANES,1000,0,3,34.5,-5.00%,98.33
ANES,1110,0,5,34.5,-5.00%,163.88
ANES,1120,0,6,34.5,-5.00%,196.65
ANES,1130,0,3,34.5,-5.00%,98.33
ANES,1140,0,15,34.5,-5.00%,491.63
ANES,1150,0,8,34.5,-5.00%,262.2
ANES,1160,0,4,34.5,-5.00%,131.1
ANES,1170,0,8,34.5,-5.00%,262.2
ANES,1180,0,3,34.5,-5.00%,98.33
ANES,1190,0,4,34.5,-5.00%,131.1
ANES,1200,0,4,34.5,-5.00%,131.1
ANES,1202,0,4,34.5,-5.00%,131.1
ANES,1210,0,6,34.5,-5.00%,196.65
ANES,1212,0,10,34.5,-5.00%,327.75
ANES,1214,0,8,34.5,-5.00%,262.2
ANES,1220,0,4,34.5,-5.00%,131.1
ANES,1230,0,6,34.5,-5.00%,196.65
ANES,1232,0,5,34.5,-5.00%,163.88
ANES,1234,0,8,34.5,-5.00%,262.2
ANES,1240,0,3,34.5,-5.00%,98.33
ANES,1250,0,4,34.5,-5.00%,131.1
ANES,1260,0,3,34.5,-5.00%,98.33
ANES,1270,0,8,34.5,-5.00%,262.2
ANES,1272,0,4,34.5,-5.00%,131.1
ANES,1274,0,6,34.5,-5.00%,196.65
ANES,1300,0,3,34.5,-5.00%,98.33
ANES,1320,0,4,34.5,-5.00%,131.1
ANES,1340,0,4,34.5,-5.00%,131.1
ANES,1360,0,5,34.5,-5.00%,163.88
ANES,1380,0,3,34.5,-5.00%,98.33
ANES,1382,0,3,34.5,-5.00%,98.33
ANES,1390,0,3,34.5,-5.00%,98.33
ANES,1392,0,4,34.5,-5.00%,131.1
ANES,1400,0,4,34.5,-5.00%,131.1
ANES,1402,0,7,34.5,-5.00%,229.43
ANES,1404,0,5,34.5,-5.00%,163.88
ANES,1420,0,3,34.5,-5.00%,98.33
ANES,1430,0,3,34.5,-5.00%,98.33
ANES,1432,0,6,34.5,-5.00%,196.65
ANES,1440,0,5,34.5,-5.00%,163.88
ANES,1442,0,8,34.5,-5.00%,262.2
ANES,1444,0,8,34.5,-5.00%,262.2
ANES,1460,0,3,34.5,-5.00%,98.33
ANES,1462,0,3,34.5,-5.00%,98.33
ANES,1464,0,3,34.5,-5.00%,98.33
ANES,1470,0,3,34.5,-5.00%,98.33
ANES,1472,0,5,34.5,-5.00%,163.88
ANES,1474,0,5,34.5,-5.00%,163.88
ANES,1480,0,3,34.5,-5.00%,98.33
ANES,1482,0,4,34.5,-5.00%,131.1
ANES,1484,0,4,34.5,-5.00%,131.1
ANES,1486,0,7,34.5,-5.00%,229.43
ANES,1490,0,3,34.5,-5.00%,98.33
ANES,1500,0,8,34.5,-5.00%,262.2
ANES,1502,0,6,34.5,-5.00%,196.65
ANES,1520,0,3,34.5,-5.00%,98.33
ANES,1522,0,5,34.5,-5.00%,163.88
ANES,1600,0,3,34.5,-5.00%,98.33
ANES,1610,0,5,34.5,-5.00%,163.88
ANES,1620,0,4,34.5,-5.00%,131.1
ANES,1622,0,4,34.5,-5.00%,131.1
ANES,1630,0,5,34.5,-5.00%,163.88
ANES,1632,0,6,34.5,-5.00%,196.65
ANES,1634,0,9,34.5,-5.00%,294.98
ANES,1636,0,15,34.5,-5.00%,491.63
ANES,1638,0,10,34.5,-5.00%,327.75
ANES,1650,0,6,34.5,-5.00%,196.65
ANES,1652,0,10,34.5,-5.00%,327.75
ANES,1654,0,8,34.5,-5.00%,262.2
ANES,1656,0,10,34.5,-5.00%,327.75
ANES,1670,0,4,34.5,-5.00%,131.1
ANES,1680,0,3,34.5,-5.00%,98.33
ANES,1682,0,4,34.5,-5.00%,131.1
ANES,1700,0,3,34.5,-5.00%,98.33
ANES,1710,0,3,34.5,-5.00%,98.33
ANES,1712,0,5,34.5,-5.00%,163.88
ANES,1714,0,5,34.5,-5.00%,163.88
ANES,1716,0,5,34.5,-5.00%,163.88
ANES,1730,0,3,34.5,-5.00%,98.33
ANES,1732,0,3,34.5,-5.00%,98.33
ANES,1740,0,4,34.5,-5.00%,131.1
ANES,1742,0,5,34.5,-5.00%,163.88
ANES,1744,0,5,34.5,-5.00%,163.88
ANES,1756,0,6,34.5,-5.00%,196.65
ANES,1758,0,5,34.5,-5.00%,163.88
ANES,1760,0,7,34.5,-5.00%,229.43
ANES,1770,0,6,34.5,-5.00%,196.65
ANES,1772,0,6,34.5,-5.00%,196.65
ANES,1780,0,3,34.5,-5.00%,98.33
ANES,1782,0,4,34.5,-5.00%,131.1
ANES,1784,0,6,34.5,-5.00%,196.65
ANES,1800,0,3,34.5,-5.00%,98.33
ANES,1810,0,3,34.5,-5.00%,98.33
ANES,1820,0,3,34.5,-5.00%,98.33
ANES,1830,0,3,34.5,-5.00%,98.33
ANES,1832,0,6,34.5,-5.00%,196.65
ANES,1840,0,6,34.5,-5.00%,196.65
ANES,1842,0,6,34.5,-5.00%,196.65
ANES,1844,0,6,34.5,-5.00%,196.65
ANES,1850,0,3,34.5,-5.00%,98.33
ANES,1852,0,4,34.5,-5.00%,131.1
ANES,1860,0,3,34.5,-5.00%,98.33
ANES,1900,0,3,34.5,-5.00%,98.33
ANES,1902,0,9,34.5,-5.00%,294.98
ANES,1904,0,7,34.5,-5.00%,229.43
ANES,1906,0,5,34.5,-5.00%,163.88
ANES,1908,0,5,34.5,-5.00%,163.88
ANES,1910,0,9,34.5,-5.00%,294.98
ANES,1912,0,5,34.5,-5.00%,163.88
ANES,1914,0,6,34.5,-5.00%,196.65
ANES,1916,0,5,34.5,-5.00%,163.88
ANES,1918,0,5,34.5,-5.00%,163.88
ANES,1920,0,7,34.5,-5.00%,229.43
ANES,1921,0,7,34.5,-5.00%,229.43
ANES,1922,0,7,34.5,-5.00%,229.43
ANES,1990,0,7,34.5,-5.00%,229.43
ANES,1995,0,5,34.5,-5.00%,163.88
ANES,1996,0,3,34.5,-5.00%,98.33
ANES,1999,0,0,0,0,BR
Surgery,10040,0,100,153,0.00%,30.6
Surgery,10060,0,0.3,153,0.00%,45.9
Surgery,10061,0,1.1,153,0.00%,168.3
Surgery,10080,0,0.4,153,0.00%,61.2
Surgery,10081,0,1.2,153,0.00%,183.6
Surgery,10120,0,0.4,153,0.00%,61.2
Surgery,10121,0,1.2,153,0.00%,183.6
Surgery,10140,0,0.3,153,0.00%,45.9
Surgery,10160,0,0.3,153,0.00%,45.9
Surgery,10180,0,1.8,153,-5.00%,261.63
Surgery,11000,0,0.3,153,0.00%,45.9
Surgery,11001,0,0.2,153,-5.00%,29.07
Surgery,11010,0,1.2,153,0.00%,183.6
Surgery,11011,0,2.2,153,0.00%,336.6
Surgery,11012,0,2.7,153,0.00%,413.1
Surgery,11040,0,0.3,153,-4.20%,43.97
Surgery,11041,0,0.7,153,-5.00%,101.75
Surgery,11042,0,1.2,153,-5.00%,174.42
Surgery,11043,0,2.2,153,-5.00%,319.77
Surgery,11044,0,2.5,153,-5.00%,363.38
Surgery,11050,0,0.3,153,-5.00%,43.61
Surgery,11051,0,0.3,153,-5.00%,43.61
Surgery,11052,0,0.4,153,-5.00%,58.14
Surgery,11100,0,0.4,153,0.00%,61.2
Surgery,11101,0,0.3,153,-5.00%,43.61
Surgery,11200,0,0.3,153,0.00%,45.9
Surgery,11201,0,0.2,153,-5.00%,29.07
Surgery,11300,0,0.1,153,0.00%,15.3
Surgery,11301,0,0.2,153,0.00%,30.6
Surgery,11302,0,0.2,153,0.00%,30.6
Surgery,11303,0,0.3,153,0.00%,45.9
Surgery,11305,0,0.2,153,0.00%,30.6
Surgery,11306,0,0.2,153,0.00%,30.6
Surgery,11307,0,0.3,153,0.00%,45.9
Surgery,11308,0,0.3,153,0.00%,45.9
Surgery,11310,0,0.2,153,0.00%,30.6
Surgery,11311,0,0.2,153,0.00%,30.6
Surgery,11312,0,0.3,153,0.00%,45.9
Surgery,11313,0,0.3,153,0.00%,45.9
Surgery,11400,0,0.5,153,0.00%,76.5
Surgery,11401,0,0.6,153,0.00%,91.8
Surgery,11402,0,0.8,153,0.00%,122.4
Surgery,11403,0,1,153,0.00%,153
Surgery,11404,0,1.4,153,-4.60%,204.25
Surgery,11406,0,2,153,-5.00%,290.7
Surgery,11420,0,0.5,153,0.00%,76.5
Surgery,11421,0,0.6,153,0.00%,91.8
Surgery,11422,0,0.8,153,0.00%,122.4
Surgery,11423,0,1.2,153,0.00%,183.6
Surgery,11424,0,1.7,153,-5.00%,247.1
Surgery,11426,0,2.4,153,-5.00%,348.84
Surgery,11440,0,0.6,153,0.00%,91.8
Surgery,11441,0,0.8,153,0.00%,122.4
Surgery,11442,0,1,153,0.00%,153
Surgery,11443,0,1.3,153,0.00%,198.9
Surgery,11444,0,1.7,153,0.00%,260.1
Surgery,11446,0,2.5,153,-5.00%,363.52
Surgery,11450,0,2.9,153,-5.00%,421.52
Surgery,11451,0,2.4,153,0.00%,367.2
Surgery,11462,0,2.6,153,-5.00%,377.91
